intervencion_id,etiqueta_recibida,etiqueta_adjudicada_v3,es_relevante_adjudicada_v3,confianza_adjudicacion,cita_literal_adjudicacion,fundamento_adjudicacion,resultado_revision,estado_revision
RPM-2006-08-10:827:1,hawkish,neutral,1,alta,"El Consejo estima que, en el escenario más probable, siguen siendo necesarios ajustes pausados de la tasa de interés para mantener la inflación proyectada en torno a 3% anual, en el horizonte habitual de política",El acuerdo mantiene la TPM y habla de ajustes pausados sin indicar su signo. Inflación y condiciones expansivas no permiten completar una dirección invisible.,corregida_v3,cerrado
RPM-2009-01-08:2285:1,dovish,neutral,1,alta,"si se bajara por ejemplo la tasa en 100 puntos base por tres veces seguidas, se estaría por sobre el promedio de lo que recomienda el modelo","Formula una consulta e ilustra trayectorias hipotéticas del modelo, aclarando que no afirma si el ejercicio está bien o mal; no respalda una baja propia.",corregida_v3,cerrado
RPM-2011-05-12:4009:1,neutral,neutral,1,alta,"le llama mucho la atención la volatilidad de los precios de los commodities que, luego de experimentar un alza significativa, han mostrado una corrección también significativa en el último tiempo","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de precios de commodities, tasas de interés internacionales, situación fiscal en EE.UU. y evolución del dólar, sin adoptar ni recomendar dirección para la TPM en Chile. Contexto macroeconómico externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2012-08-16:5039:3,neutral,neutral,1,alta,el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual,"Ratificada tras lectura de la unidad completa: El Acuerdo y Comunicado mantienen la TPM en 5% anual sin sesgo direccional explícito, señalando que cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2008-05-08:1847:1,neutral,neutral,1,alta,"la decisión más apropiada en la Reunión de hoy es la mantención de la Tasa de Política Monetaria en su nivel actual, sin un sesgo en una dirección u otra","Ratificada tras lectura de la unidad completa: El Vicepresidente vota por mantener la TPM en 6,25% sin sesgo en una dirección u otra, señalando que los factores internos y externos son coherentes con una reducción gradual de la inflación a la meta sin necesidad de cambios significativos en el impulso monetario y que los riesgos están hasta ahora balanceados. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2011-11-15:4458:1,neutral,neutral,1,media,"su voto es por mantener la TPM en 5,25%","Ratificada tras lectura de la unidad completa: El Presidente vota por mantener la TPM en 5,25%, señalando que es probable que haya que reducir la tasa en los próximos meses pero que por ahora eso no se justifica, y que tampoco se justificaría poner un sesgo porque la relajación monetaria no es inminente. Mantención con expectativa de baja futura no adoptada formalmente, sin sesgo direccional propio: Neutral según Codebook v3. Confianza media por la ambigüedad entre la mantención votada y la anticipación de bajas probables.",ratificada_v3,cerrado
RPM-2013-11-19:5903:3,dovish,dovish,1,alta,"el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base a 4,5% anual","Ratificada tras lectura de la unidad completa: El Acuerdo y Comunicado reducen la TPM en 25 puntos base a 4,5% anual, en un contexto de desaceleración de la demanda final en todos sus componentes e inflación moderada con expectativas de normalización hacia el 3%. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2015-07-14:6912:1,neutral,neutral,1,alta,"la única opción relevante para esta Reunión es mantener la TPM en 3%, votando, en consecuencia, por ello","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 3%, señalando que es la única opción relevante, en un contexto de debilidad de actividad, depreciación del peso que retrasa la convergencia de la inflación y deterioro de expectativas, sin adoptar un sesgo direccional explícito. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-10-16:6482:1,dovish,dovish,1,alta,"su voto es por recortar la TPM en 25 puntos base, para dejarla en 3%, y junto con ello, por eliminar el sesgo que traía nuestra política","Ratificada tras lectura de la unidad completa: El Vicepresidente vota por recortar la TPM en 25 puntos base a 3% y eliminar el sesgo bajista, argumentando que esta opción es más congruente con el escenario del último IPoM y la estrategia previa, en un contexto de debilidad de la actividad, la demanda y las expectativas, con inflación transitoria. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2011-08-18:4276:1,neutral,neutral,1,alta,"el Consejero señor Sebastián Claro vota por mantener la TPM en 5,25% y por eliminar el sesgo de la trayectoria futura","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 5,25% y eliminar el sesgo, señalando que la tasa se encuentra en una zona confortable y que la dirección del próximo movimiento es incierta. Mantención sin sesgo direccional propio, con opciones balanceadas: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2011-09-15:4327:1,neutral,neutral,1,alta,"el Consejero señor Sebastián Claro vota por mantener la tasa en 5,25%","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la tasa en 5,25%, señalando que la tasa se encuentra en una zona confortable que entrega grados de libertad, que es temprano innovar y que la actividad e inflación han estado en línea con lo anticipado, sin adoptar un sesgo direccional. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2013-07-11:5697:1,dovish,dovish,1,media,"lo prudente es mantener la Tasa de Política Monetaria en su nivel actual de 5% anual, a la espera de tener indicadores más ciertos acerca de la desaceleración interna para provocar el necesario y adecuado cambio en los precios relativos","Ratificada tras lectura de la unidad completa: El Vicepresidente vota por mantener la TPM en 5% pero manifiesta coincidir con que el Comunicado debiera ser mucho más explícito en un sesgo a la baja en el futuro cercano, en un contexto de deterioro externo y desaceleración del consumo. Mantención con sesgo futuro a la baja explícito: Dovish según Codebook v3. Confianza media por la combinación de mantención votada y sesgo bajista solicitado.",ratificada_v3,cerrado
RPM-2009-10-13:2756:1,dovish,dovish,1,alta,la TPM debiera mantenerse en su nivel actual durante un período prolongado y comenzar un proceso lento de normalización hacia el segundo trimestre del próximo año,"Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en su nivel actual y ratificar la validez del escenario central, señalando que la tasa debiera mantenerse por un período prolongado antes de iniciar un proceso lento de normalización hacia el segundo trimestre del próximo año. Sostiene orientación expansiva explícita por tiempo prolongado: Dovish según Codebook v3.",ratificada_v3,cerrado
RPM-2012-11-13:5165:1,neutral,neutral,1,alta,"el tema fiscal norteamericano estará presente en la discusión en las próximas semanas, atendida la urgencia por alcanzar un acuerdo en esa materia, y que de no prosperar, se observará un efecto importante en términos de crecimiento en el próximo año","Ratificada tras lectura de la unidad completa: La unidad es un extenso diagnóstico internacional de situación fiscal en EE.UU., refinanciamiento de deudas en Europa, CDS, volatilidad, bolsas, flujos de capitales, monedas, actividad y precios a nivel global, sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2008-12-11:2240:1,dovish,dovish,1,alta,"la pregunta relevante entonces es, cuándo comienza el ciclo de bajas por parte del Banco Central de Chile","Ratificada tras lectura de la unidad completa: El Gerente señala que el ciclo de bajas de la TPM debe partir hoy, que condicionar el inicio del ciclo a menores registros inflacionarios es un error y que postergar la implementación de una política contracíclica ya necesaria sería innecesario, discutiendo solo el grado de la baja. Orientación dovish explícita (iniciar ciclo de bajas de tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2012-02-14:4650:1,neutral,neutral,1,alta,"vota por no innovar y, por ende, dejar la TPM en su actual nivel de 5,0% anual","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 5,0% anual, señalando que las alternativas razonables son mantener o bajar 25pb pero que el predominio de la primera es claro, que no existe apuro para una nueva baja y que la decisión es coherente con el proceso de ajuste gradual y pausado ya internalizado por el mercado. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2013-09-12:5811:1,neutral,neutral,1,alta,"las opciones que presenta la Gerencia de División Estudios son las más razonables, ya que mantener la TPM es consistente con el dinamismo de la demanda final","Ratificada tras lectura de la unidad completa: El Presidente expone argumentos a favor de mantener la TPM (dinamismo de la demanda final y elevado déficit de cuenta corriente) y de bajarla 25pb (escenario externo complejo, inflación baja, expectativas ancladas y desaceleración), sin resolver explícitamente por una opción ni adoptar un sesgo direccional propio, señalando además la importancia de no reaccionar a datos puntuales. Opciones balanceadas sin resolución: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-01-11:1055:1,dovish,dovish,1,alta,"en el nuevo escenario central lo que corresponde es bajar la tasa de política monetaria, tal como lo muestra nuestro modelo de proyección","Ratificada tras lectura de la unidad completa: El Vicepresidente señala que en el nuevo escenario central corresponde bajar la TPM, descartando los argumentos para desistir de la decisión y votando por una baja de 25 puntos base, argumentando menores presiones inflacionarias y de costos, y la importancia de no quedar detrás de la curva. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2013-01-17:5315:1,neutral,neutral,1,alta,las encuestas reflejan una expectativa de mantención de la tasa rectora para esta Reunión y también para los próximos trimestres,"Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de economía internacional, actividad local, condiciones de crédito, inflación y tipo de cambio, reportando que las encuestas reflejan expectativa de mantención de la tasa rectora, sin adoptar ni recomendar dirección propia. Diagnóstico y expectativas ajenas sin sesgo direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2008-06-10:1860:2,neutral,neutral,1,alta,"de aquí a marzo del 2009, cien puntos base más de Tasa de Política Monetaria en el caso de Estados Unidos de América","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de expectativas de tasas de política monetaria en Estados Unidos, Zona Euro y Japón derivadas de curvas de futuros, sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2008-10-09:2124:1,hawkish,hawkish,1,media,"su primera preferencia es por un alza de 25 puntos base, pensando que se trataría de un testimonio de fuerte compromiso antiinfiacionario el que traería importantes ventajas a futuro","Ratificada tras lectura de la unidad completa: El Vicepresidente manifiesta que su primera preferencia es por un alza de 25 puntos base, como testimonio de fuerte compromiso antiinflacionario, señalando que la tarea antiinflacionaria no ha concluido pese a la crisis y que el nivel actual de la TPM está por debajo del que surge del escenario alternativo con recesión global. Acción hawkish explícita (subir tasa) según Codebook v3. Confianza media por la disposición a sumarse a la mayoría en caso de mantención.",ratificada_v3,cerrado
RPM-2008-07-10:1968:1,hawkish,hawkish,1,alta,"corresponde una contracción de la misma por las distintas razones de segunda vuelta e indeseadas las que, a su juicio, aún no se materializan, pero que podrían producirse en el futuro","Ratificada tras lectura de la unidad completa: El Ministro señala que corresponde una contracción de la política monetaria por riesgos de segunda vuelta inflacionarios, recomendando un incremento de la TPM no mayor a 50 puntos base y una opción neutral de sesgo. Recomienda acción restrictiva (contracción) con sesgo neutral: Hawkish según Codebook v3.",ratificada_v3,cerrado
RPM-2007-12-13:1608:2,hawkish,hawkish,1,alta,"su sugerencia sería darle al comunicado un marcado sesgo hacia una futura alza, de manera de evitar los riesgos que se están corriendo","Ratificada tras lectura de la unidad completa: El Subgerente plantea como opciones subir la tasa con comunicado neutro o mantenerla dando al comunicado un marcado sesgo hacia una futura alza, sugiriendo esta última para evitar riesgos. Sesgo futuro al alza explícito: Hawkish según Codebook v3.",ratificada_v3,cerrado
RPM-2013-06-13:5618:1,neutral,neutral,1,alta,"los antecedentes mencionados llevan a proponer a título de opciones relevantes en esta ocasión, mantener la Tasa de Política Monetaria en 5% anual o disminuirla en 25 puntos base a 4,75% anual","Ratificada tras lectura de la unidad completa: El Gerente propone como opciones relevantes mantener la TPM en 5% o disminuirla en 25pb, exponiendo argumentos para la baja (desaceleración más intensa de actividad y gasto) sin resolver por una opción ni adoptar sesgo direccional propio. Opciones balanceadas sin resolución: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-05-10:1253:1,neutral,neutral,1,alta,"coincide en recomendar la mantención de tasa y adicionalmente, no dar un sesgo particular para movimientos en la tasa de política monetaria en los próximos meses","Ratificada tras lectura de la unidad completa: El Gerente recomienda mantener la tasa y no dar un sesgo particular para movimientos futuros, balanceando shocks de oferta y presiones de demanda con los estabilizadores automáticos. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2013-06-13:5589:1,neutral,neutral,1,alta,lo más sobresaliente desde la Reunión de Política Monetaria anterior es la posición agresiva que ha adoptado el mercado frente a la posible anticipación del retiro del estímulo monetario por parte de la Reserva Federal,"Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico del escenario externo y de la posición de mercado frente al retiro del estímulo de la Reserva Federal, sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2009-02-12:2376:1,dovish,dovish,1,alta,vota por bajar la tasa en 250 puntos base y con un claro sesgo a la baja,"Ratificada tras lectura de la unidad completa: El Presidente vota por bajar la TPM en 250 puntos base con un claro sesgo a la baja, argumentando que se requiere un impulso monetario mayor, que la convergencia de la inflación es breve, las holguras se amplían y que el ajuste debe ser front-loaded ante las noticias negativas de la economía mundial. Acción dovish explícita (bajar tasa con sesgo a la baja) según Codebook v3.",ratificada_v3,cerrado
RPM-2011-10-13:4386:1,neutral,neutral,1,alta,la recomendación es por la primera opción,"Ratificada tras lectura de la unidad completa: El Gerente recomienda mantener la TPM en 5,25% comunicando un balance de riesgos más negativo, frente a la opción alternativa de recortar 25pb con sesgo negativo, balanceando las ventajas y riesgos de ambas alternativas y señalando que el escenario base sigue siendo válido aunque con riesgos externos intensificados. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-01-16:5998:1,dovish,dovish,1,alta,"estima que no se ha completado el ciclo de reducción de la tasa rectora, ya que este ciclo debiera contemplar un recorte de al menos 100 puntos base","Ratificada tras lectura de la unidad completa: El Gerente estima que no se ha completado el ciclo de reducción de la TPM, que debiera contemplar al menos 100 puntos base de recorte, concordando con mantener la TPM en 4,5% pero introduciendo un sesgo a la baja en el Comunicado para consignar que son altamente probables ajustes en el corto plazo. Mantención con sesgo futuro a la baja explícito: Dovish según Codebook v3.",ratificada_v3,cerrado
RPM-2005-07-12:305:6,hawkish,hawkish,1,alta,"concuerda con la opción que ofrece la División de Estudios, en cuanto a la recomendación de elevar la Tasa Promedio Mensual en 25 puntos base","Ratificada tras lectura de la unidad completa: El Gerente concuerda con elevar la Tasa Promedio Mensual en 25 puntos base, justificando que las brechas de capacidad se cierran más rápido de lo anticipado, la inflación evoluciona más rápido y hay riesgos de propagación de shocks de costos. Acción hawkish explícita (subir tasa y retirar impulso) según Codebook v3.",ratificada_v3,cerrado
RPM-2009-06-16:2569:1,neutral,neutral,1,alta,"toda la curva real se aplanó bastante, ya que las tasas en Unidades de Fomento subieron en el tramo corto y bajaron en el tramo largo","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de la evolución de las tasas de interés de mercado (curva real y nominal) tras los anuncios del Ministerio de Hacienda, sin adoptar ni recomendar dirección para la TPM en Chile. Diagnóstico financiero sin conexión con orientación de tasa: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2012-01-12:4566:1,dovish,dovish,1,alta,"se inclina por bajar la tasa en 25 puntos base, porque estima que es una decisión más coherente con las condiciones macroeconómicas actuales","Ratificada tras lectura de la unidad completa: El Consejero se inclina por bajar la TPM en 25 puntos base, argumentando que es más coherente con las condiciones macroeconómicas, que los fundamentos de mediano plazo apuntan a la necesidad de converger a tasas algo más bajas y que los próximos pasos de la TPM serían a la baja. Acción dovish explícita (bajar tasa con sesgo a la baja) según Codebook v3.",ratificada_v3,cerrado
RPM-2011-11-15:4456:1,neutral,neutral,1,alta,"el Consejero señor Enrique Marshall vota por mantener la tasa en su actual nivel de 5,25% y se inclina, adicionalmente, por un Comunicado con un sesgo similar al de la última Reunión","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 5,25% con un sesgo similar al de la Reunión anterior, señalando que la TPM se ubica en un rango de valores neutrales, que no se advierten razones poderosas para anticiparse y que lo más adecuado es no innovar, sin descartar reaccionar posteriormente. Mantención sin sesgo direccional propio nuevo: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2008-03-13:1734:1,hawkish,hawkish,1,media,su preferencia es por aumentar la tasa de política monetaria en 25 puntos base y eliminar el sesgo del Comunicado,"Ratificada tras lectura de la unidad completa: El Vicepresidente manifiesta su preferencia por aumentar la TPM en 25 puntos base y eliminar el sesgo, en un contexto de alta incertidumbre inflacionaria, expectativas de inflación incrementadas y persistencia de shocks de alimentos. Acción hawkish explícita (subir tasa) según Codebook v3. Confianza media por su disposición a sumarse a la mayoría en caso de mantención con sesgo.",ratificada_v3,cerrado
RPM-2009-10-13:2751:1,neutral,neutral,1,alta,"el mercado espera una trayectoria más elevada, que puede estar justificada en un crecimiento esperado más alto que reduzca brechas y acelere la inflación. Sin embargo, manifiesta que esto no parece ser el caso","Ratificada tras lectura de la unidad completa: El Gerente realiza un análisis técnico de la trayectoria de TPM coherente con brechas, inflación y regla de Taylor, señalando que el cálculo simple indica una TPM en torno al 3% a fines de 2010 en línea con el IPoM, y que el mercado espera una trayectoria más elevada sin justificación aparente. Diagnóstico macroeconómico y de expectativas sin adoptar dirección propia de política: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2006-11-16:946:1,neutral,neutral,1,alta,"En términos de tasa de política monetaria, indica el señor Lehmann que se han observado movimientos durante el mes","Ratificada tras lectura de la unidad completa: La unidad es un extenso diagnóstico internacional de actividad, precios, commodities, paridades, bolsas y expectativas de tasas de política monetaria en Estados Unidos, Zona Euro y Japón, sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2013-03-14:5438:1,neutral,neutral,1,alta,"este conjunto de antecedentes lleva a proponer en carácter de única opción para esta oportunidad, la de mantener la Tasa de Política Monetaria en 5% anual, en razón de los fundamentos que pasa a exponer","Ratificada tras lectura de la unidad completa: El Gerente propone como única opción mantener la TPM en 5% anual, sustentándose en un diagnóstico macroeconómico (desempleo a la baja, capacidades estrechas, actividad por sobre la tendencia) sin adoptar un sesgo direccional propio hacia alza o baja. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2015-09-15:7004:1,neutral,neutral,1,alta,un amplio consenso estima que la TPM permanecerá en su nivel actual,"Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de inflación, expectativas y activos financieros, reportando que un amplio consenso de mercado estima que la TPM permanecerá en su nivel actual, sin adoptar ni recomendar dirección propia para la política monetaria. Diagnóstico y expectativas ajenas sin sesgo direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-07-15:6329:1,neutral,neutral,1,alta,"los antecedentes antedichos llevan a proponer a título de opciones relevantes en esta ocasión, mantener la Tasa de Política Monetaria en 4,0% anual o rebajarla en 25 puntos base, a 3,75% anual","Ratificada tras lectura de la unidad completa: El Gerente propone como opciones relevantes mantener la TPM en 4,0% o rebajarla en 25pb, exponiendo argumentos para ambas alternativas (cautela ante sorpresas inflacionarias versus necesidad de estímulo adicional por menor crecimiento) sin resolver por una opción. Opciones balanceadas sin resolución: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2009-10-13:2748:1,neutral,neutral,1,media,"el Consejo acordó mantener la tasa de interés de política monetaria en 0,50% anual, como también continuar aplicando las medidas complementarias adoptadas en la Reunión de julio","Ratificada tras lectura de la unidad completa: La unidad es un recordatorio introductorio de la Gerencia sobre la decisión previa del Consejo de mantener la TPM en 0,50% y continuar con las medidas complementarias, reiterando que se mantendría en el nivel mínimo por un período prolongado. Reporte de decisión previa sin adopción ni recomendación de dirección nueva: Neutral según Codebook v3. Confianza media por ser un fragmento introductorio truncado.",ratificada_v3,cerrado
RPM-2012-03-15:4727:1,neutral,neutral,1,alta,"su voto es por mantener la TPM en 5,0%","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 5,0%, descartando completamente un recorte en esta Reunión pero señalando que la TPM se ubica en un nivel neutral que otorga espacio para esperar y seguir observando la evolución de las condiciones, sin adoptar un sesgo direccional hacia alza o baja. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2009-05-07:2540:1,dovish,dovish,1,alta,"su recomendación al Consejo es bajar la TPM en 50 puntos base, manteniendo el paso que ha tenido desde la Reunión pasada","Ratificada tras lectura de la unidad completa: El Gerente recomienda bajar la TPM en 50 puntos base, manteniendo el ritmo de recortes previo, argumentando perspectivas negativas de crecimiento y un sesgo a la baja en la inflación que podría llevar a un rango negativo hacia el tercer trimestre. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2012-02-14:4642:1,neutral,neutral,1,alta,la recomendación en esta oportunidad es por la primera opción,"Ratificada tras lectura de la unidad completa: El Gerente recomienda mantener la TPM en 5,00% anual frente a la opción de recortar 25pb, señalando que la mantención permite acumular más información sobre la evolución externa y la intensidad de sus efectos en Chile, minimizando la probabilidad de reversión del curso de política. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-03-15:1168:1,dovish,dovish,1,alta,"Esto implica que, de atenuarse los riesgos inflacionarios y consolidarse el escenario central del último Informe de Política Monetaria, en los meses siguientes podría requerirse un impulso monetario algo mayor","Ratificada tras lectura de la unidad completa: El Acuerdo mantiene la TPM en 5% anual, pero el Comunicado señala que de atenuarse los riesgos inflacionarios y consolidarse el escenario central, en los meses siguientes podría requerirse un impulso monetario algo mayor. Mantención con sesgo futuro a la baja explícito: Dovish según Codebook v3.",ratificada_v3,cerrado
RPM-2005-08-11:363:1,hawkish,hawkish,1,alta,la opción de alza de 25 puntos base es la decisión de política adecuada en esta oportunidad y por ende su voto es en tal sentido,"Ratificada tras lectura de la unidad completa: La Consejera vota por un alza de 25 puntos base en la TPM, descartando la opción de 50pb, argumentando que la actividad crece sobre su tendencia, la demanda interna es más robusta y las medidas de tendencia inflacionaria han seguido aumentando. Acción hawkish explícita (subir tasa y retirar impulso) según Codebook v3.",ratificada_v3,cerrado
RPM-2013-02-14:5380:1,neutral,neutral,1,alta,"las encuestas prevén que la TPM no registrará cambios en la presente Reunión ni en la del mes de marzo próximo y, por lo tanto, que la Tasa de Política Monetaria se mantendrá en 5% anual","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de salarios, tipo de cambio, bolsa, tasas y expectativas, reportando que las encuestas prevén que la TPM no registrará cambios en la Reunión ni en la siguiente, sin adoptar ni recomendar dirección propia. Diagnóstico y expectativas ajenas sin sesgo direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2013-04-11:5460:2,neutral,neutral,1,alta,las tasas de interés a 2 años tendieron a disminuir en las economías desarrolladas ante perspectivas más débiles y a que permanecen estímulos monetarios cuantitativos,"Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de mercados bursátiles, tasas de interés internacionales y flujos de capitales, sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-03-13:6104:1,dovish,dovish,1,alta,estima que la intensidad de la desaceleración de la actividad que se está observando y los efectos hacia adelante que pueden tener las noticias del plano externo hacen necesario seguir expandiendo este estímulo monetario,"Ratificada tras lectura de la unidad completa: El Ministro de Hacienda señala que la intensidad de la desaceleración y los efectos del escenario externo hacen necesario seguir expandiendo el estímulo monetario, señalando que la mantención de la TPM corre el riesgo de llegar tarde con la política monetaria. Orientación dovish explícita (ampliar estímulo monetario y reducir TPM) según Codebook v3.",ratificada_v3,cerrado
RPM-2014-10-16:6478:1,dovish,dovish,1,alta,"vota por bajar la TPM a 3% y por dar una clara señal de que con ello se cierra un ciclo, por lo que ajustes futuros de esta variable se evaluarán en función de desviaciones significativas de los escenarios vigentes",Ratificada tras lectura de la unidad completa: El Consejero vota por bajar la TPM a 3% señalando que con ello se cierra el ciclo de bajas y que se ha hecho el máximo esfuerzo de la política monetaria para reactivar la economía en el escenario actual. Acción dovish explícita (bajar tasa) según Codebook v3.,ratificada_v3,cerrado
RPM-2011-08-18:4268:1,dovish,neutral,1,alta,"los riesgos asociados al escenario externo predominan sobre aquellos asociados al dinamismo interno y ameritan eliminar el sesgo restrictivo para la política monetaria, adoptando una orientación neutral que permita reaccionar con flexibilidad","Recomienda mantener, eliminar el sesgo restrictivo y adoptar orientación neutral. Retirar el sesgo al alza sin adoptar sesgo a la baja es N.",corregida_v3,cerrado
RPM-2008-11-13:2161:1,neutral,neutral,1,alta,"todavía existe un camino por recorrer y preguntas importantes, respecto a la resolución de la crisis más allá de los efectos reales, que como se había comentado en la mañana, tienen un claro sesgo hacia la baja","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de la crisis financiera internacional (plan de rescate de EE.UU., valoración de activos tóxicos, sector automotriz, volatilidad VIX), sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-05-10:1258:1,neutral,neutral,1,alta,su voto es por mantener la Tasa de Política Monetaria en su nivel actual de 5%,"Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 5%, señalando que resulta difícil considerar una opción distinta a la mantención dado el nuevo escenario central del IPoM que proyecta inflación en torno al centro de la meta con TPM estable. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2006-10-12:940:1,dovish,neutral,1,alta,"estos antecedentes llevan a reforzar el mensaje del último IPoM, en el sentido de que la tasa de política monetaria podría mantenerse inalterada por un período prolongado, el que incluso podría ser mayor a lo estimado originalmente","Vota mantener y prolongar la tasa inalterada, sin declarar que esa tasa sea expansiva ni adoptar sesgo a la baja; menor inflación no asigna dirección por inferencia.",corregida_v3,cerrado
RPM-2013-03-14:5453:3,neutral,neutral,1,alta,el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual,"Ratificada tras lectura de la unidad completa: El Acuerdo y Comunicado mantienen la TPM en 5% anual sin sesgo direccional explícito, señalando que cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2013-08-13:5750:1,dovish,dovish,1,media,"su voto es por mantener la Tasa de Política Monetaria en 5% anual, así como también el sesgo a la baja en el Comunicado","Ratificada tras lectura de la unidad completa: El Vicepresidente vota por mantener la TPM en 5% pero también por mantener el sesgo a la baja en el Comunicado, señalando que los antecedentes no justifican acordar la primera reducción en esta oportunidad pero manteniendo la orientación hacia menores tasas. Mantención con sesgo futuro a la baja explícito: Dovish según Codebook v3. Confianza media por la combinación de mantención votada y sesgo bajista sostenido.",ratificada_v3,cerrado
RPM-2011-01-13:3703:1,hawkish,hawkish,1,alta,"la recomendación es por mantener la TPM en 3,25%, pero señalando que se trata de una pausa transitoria y que el Banco contempla continuar retirando estímulo monetario en los meses venideros","Ratificada tras lectura de la unidad completa: El Gerente recomienda mantener la TPM en 3,25% pero calificándola como pausa transitoria y señalando que el Banco contempla continuar retirando estímulo monetario en los meses venideros, manteniendo el sesgo restrictivo. Mantención con sesgo futuro al alza explícito: Hawkish según Codebook v3.",ratificada_v3,cerrado
